Edad,Altura,Peso,estado_fisico,salud,alimentacion,fruta_consumo,verdura_consumo,genero,actividad_fisica,dias_entreno,horas_entreno,entreno_constante,enfoque,areas__Abdomen,areas__Brazo,areas__Cardio,areas__Espalda,areas__Pecho,areas__Pierna,efectividad,consumo__Creatina,consumo__Nada,consumo__Otro,consumo__Pre-Entreno,consumo_proteina,horas_dormir,fuente_energia1,fuente_energia2,agua,motivo__Aumentodemasamuscular,motivo__Definicion_muscular,motivo__Perdida_Peso,motivo__Salud,disponibilidad_tiempo,experiencia_fuerza,experiencia_cardio,acceso,preferencia_area,intensidad,IMC,grasa_corporal,grasa_corporal_magra
21,1.54,120.0,7.0,9.0,3.0,1.0,1.0,0,1,3,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,2,2,1,0,1,1,0,0,1,1,1,0,0,0,23.0,27.03,42.0
25,1.73,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,1,0,0,36.45,33.29,69.33
22,1.7,145.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,1,1,1,0,0,2,0,22.81,16.23,50.88
22,1.5,95.0,8.0,3.0,3.0,5.0,4.0,0,0,0,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0,0,2,2,0,0,0,1,1,1,0,0,0,1,19.19,22.69,34.9
22,1.74,115.0,5.0,6.0,5.0,5.0,5.0,1,0,1,2,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,1,0,0,1,5,0,17.27,9.58,43.25
55,1.74,170.0,7.0,8.0,3.0,4.0,3.0,1,0,0,2,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,25.52,27.07,57.55
19,1.65,153.0,5.0,8.0,4.0,5.0,5.0,1,1,3,2,2,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,25.54,18.82,51.78
26,1.9,215.0,6.0,7.0,3.0,1.0,3.0,1,0,1,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,27.07,22.26,71.27
22,1.61,146.0,5.0,6.0,3.0,3.0,4.0,0,1,0,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,1,1,2,1,0,1,0,1,0,1,0,0,0,25.6,30.38,49.37
21,1.73,179.0,8.0,9.0,4.0,4.0,4.0,1,1,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,3,0,0,0,4,0,27.19,21.26,59.24
23,1.75,175.0,8.0,9.0,3.0,2.0,4.0,1,1,2,1,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,1,0,0,4,1,0,0,0,1,0,0,0,0,2,25.97,20.25,58.89
25,1.56,145.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,1,1,0,1,2,0,27.08,32.85,48.06
23,1.75,160.0,7.0,8.0,4.0,3.0,4.0,1,1,0,1,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,1.0,1,1,1,2,1,1,0,0,1,0,1,0,0,0,23.75,17.59,55.45
22,1.5,98.0,6.0,7.0,2.0,3.0,4.0,0,1,3,4,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,1,1,3,1,1,0,1,3,1,1,0,0,0,19.8,23.42,35.73
16,1.8,150.0,7.0,10.0,5.0,3.0,4.0,1,1,3,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,2,21.04,12.73,53.84
21,1.64,160.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,0,1,1,1,2,1,27.04,31.88,53.06
22,1.75,165.0,6.0,8.0,4.0,4.0,4.0,1,0,0,1,2,0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,1,1,2,0,1,0,0,1,0,1,0,0,0,24.49,18.25,56.63
21,1.7,0.0,3.0,6.0,3.0,3.0,4.0,0,0,0,2,0,2,1.0,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,1,1,1,2,0,0,1,1,0,1,1,1,2,1,0.0,-0.57,0.0
21,1.5,115.0,5.0,4.0,1.0,3.0,2.0,0,1,3,1,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,1,1,4,1,1,1,1,1,0,0,0,5,2,23.23,27.31,40.13
20,1.7,140.0,8.0,9.0,3.0,4.0,5.0,1,1,0,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,2,0,0,2,1,1,0,0,1,0,1,0,3,0,22.02,14.82,49.62
21,1.82,172.0,7.0,8.0,4.0,2.0,3.0,1,0,0,1,2,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,3,0,0,1,0,2,23.6,16.95,59.73
22,1.75,125.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,1,1,0,0,1,18.55,11.12,46.28
22,1.5,96.0,6.0,6.0,4.0,4.0,4.0,0,0,1,2,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,1,0,0,1,0,1,1,0,2,0,19.39,22.93,35.18
22,1.6,118.0,7.0,9.0,3.0,4.0,4.0,0,0,0,1,2,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,0,2,3,0,1,1,1,1,0,0,0,2,0,20.95,24.8,42.4
22,1.67,122.0,7.0,8.0,3.0,4.0,4.0,0,1,0,1,2,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,3,1,0,0,0,0,19.88,23.52,44.43
22,1.61,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,1,1,1,0,0,0,23.67,28.06,46.84
22,1.6,129.0,7.0,7.0,4.0,5.0,5.0,0,1,0,1,0,0,1.0,1.0,0.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0,1,1,2,0,1,0,1,1,1,1,0,2,0,22.9,27.14,45.21
19,1.65,110.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,1,1,0,0,0,0,0,18.37,21.01,40.82
26,1.58,138.0,6.0,8.0,3.0,3.0,4.0,0,0,1,2,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,1,0,0,1,0,1,0,2,0,25.13,30.74,46.96
46,1.82,190.0,8.0,9.0,4.0,2.0,4.0,1,0,0,1,2,1,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0,1,1,2,1,1,1,1,1,0,0,1,0,0,26.07,25.66,63.85
24,1.68,180.0,7.0,8.0,3.0,5.0,4.0,1,1,0,1,2,0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,1,1,0,0,2,0,28.99,24.11,58.1
22,1.7,190.0,3.0,7.0,3.0,3.0,5.0,1,1,3,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,3,0,0,0,0,2,29.88,24.72,60.56
22,1.59,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,1,0,1,1,0,0,0,0,21.58,25.56,42.77
22,1.64,137.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,1,0,1,1,1,0,1,23.15,27.44,47.86
20,1.68,170.0,8.0,9.0,2.0,2.0,3.0,0,1,0,4,2,1,1.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0,1,1,2,0,1,0,0,1,0,0,0,2,0,27.38,32.06,56.12
25,1.76,170.0,5.0,7.0,3.0,5.0,5.0,0,1,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,0.0,0.0,1,1,1,3,1,0,0,1,1,0,0,0,0,0,24.95,30.29,57.99
23,1.68,138.0,9.0,10.0,3.0,5.0,5.0,0,1,3,1,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,3,1,1,2,0,0,0,1,2,0,0,0,3,2,22.22,26.55,48.79
25,1.74,145.0,5.0,6.0,3.0,2.0,2.0,0,0,0,2,2,1,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,2,0,0,1,1,0,0,0,0,0,2,0,21.77,26.47,51.56
20,1.61,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,1,0,0,0,0,1,0,0,23.67,27.6,46.84
20,1.6,124.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,1,1,3,1,1,0,0,0,22.02,25.62,43.95
24,1.72,132.0,10.0,10.0,4.0,5.0,5.0,1,0,3,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,20.28,13.66,47.83
22,1.65,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,1,1,1,1,1,0,1,15.03,6.9,34.76
24,1.69,128.0,8.0,8.0,4.0,5.0,5.0,1,0,2,1,3,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,20.37,13.76,46.33
26,1.6,144.0,8.0,10.0,3.0,3.0,3.0,1,0,0,2,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,3,1,0,0,0,1,0,1,0,0,0,25.57,20.46,48.72
21,1.63,130.0,5.0,5.0,3.0,1.0,2.0,0,1,2,1,2,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,2,1,1,1,0,1,1,1,0,3,0,22.24,26.12,45.95
17,1.63,180.0,6.0,8.0,3.0,5.0,5.0,0,0,0,2,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,2,1,1,3,1,0,1,0,1,1,1,0,0,0,30.79,35.46,56.63
21,1.54,110.0,8.0,9.0,4.0,3.0,4.0,0,1,3,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,21.08,24.73,39.46
24,1.67,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,0,1,1,1,1,0,1,19.56,23.59,43.88
19,1.52,128.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,0,0,1,0,0,1,25.18,29.19,43.53
21,1.7,158.0,6.0,8.0,3.0,1.0,5.0,1,1,0,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,3,1,1,1,1,1,0,0,0,4,1,24.85,18.45,53.97
22,1.55,112.0,7.0,7.0,3.0,1.0,1.0,0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,2,0,1,0,1,1,1,1,0,2,1,21.19,25.09,40.12
21,1.57,117.0,6.0,6.0,4.0,5.0,5.0,0,0,0,2,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21.58,25.33,41.71
25,1.78,212.0,6.0,8.0,4.0,4.0,3.0,1,1,0,1,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1,0,0,4,0,1,0,0,1,0,0,0,4,0,30.41,26.04,67.06
23,1.52,110.0,9.0,8.0,4.0,3.0,4.0,0,1,3,1,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1,1,1,3,0,1,0,1,3,0,0,0,2,0,21.64,25.86,39.18
22,1.64,149.0,6.0,8.0,4.0,5.0,4.0,0,1,2,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,3,1,1,1,1,1,0,0,0,0,2,25.18,29.88,50.67
26,1.74,168.0,8.0,9.0,4.0,1.0,3.0,1,1,3,2,2,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,3,1,0,0,0,0,0,1,0,0,0,25.22,20.04,57.1
22,1.65,123.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,2,0,20.54,24.31,44.43
33,1.61,110.0,7.0,8.0,3.0,3.0,3.0,0,0,0,2,2,1,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,3,1,0,0,1,1,1,1,1,0,0,19.29,25.34,40.35
22,1.73,184.0,7.0,9.0,3.0,1.0,4.0,1,1,0,1,2,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,27.94,22.39,60.27
23,1.64,130.0,7.0,7.0,5.0,4.0,4.0,0,1,0,2,2,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,3,1,1,2,0,1,0,1,1,0,0,0,0,0,21.97,26.25,46.11
22,1.6,140.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,2,1,24.86,29.49,47.82
23,1.58,165.0,7.0,8.0,3.0,3.0,3.0,0,0,0,2,2,0,1.0,1.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,30.04,35.94,52.47
24,1.58,156.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,0,1,1,1,0,0,1,28.4,34.2,50.77
24,1.63,128.0,6.0,8.0,3.0,3.0,4.0,0,0,3,1,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,21.9,26.4,45.44
22,1.65,135.0,6.0,8.0,4.0,5.0,5.0,0,1,3,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0,1,1,3,0,0,0,1,1,0,0,0,4,0,22.54,26.71,47.53
22,1.6,130.0,6.0,9.0,3.0,5.0,3.0,0,1,3,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0,1,1,3,1,0,1,0,1,1,1,0,0,1,23.08,27.36,45.45
21,1.78,214.0,5.0,7.0,3.0,3.0,3.0,1,0,0,2,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,30.7,25.47,67.41
23,1.81,158.0,5.0,8.0,3.0,2.0,3.0,1,1,0,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,1,1,3,1,1,0,0,1,1,1,0,0,0,21.92,15.39,56.08
25,1.68,170.0,7.0,6.0,3.0,4.0,4.0,1,0,1,2,2,0,1.0,0.0,1.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,1,1,1,1,3,0,27.38,22.41,56.12
26,1.8,165.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,1,2,0,23.15,17.56,57.64
22,1.8,180.0,9.0,9.0,4.0,4.0,1.0,1,1,3,4,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0,1,3,0,0,0,0,2,25.25,19.16,61.16
22,1.8,179.0,7.0,7.0,1.0,3.0,4.0,1,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0,1,1,3,0,1,0,0,1,0,0,0,4,0,25.11,18.99,60.93
23,1.86,160.0,4.0,3.0,1.0,1.0,2.0,1,0,1,2,0,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,0.0,2,0,1,0,1,0,0,1,0,0,1,1,0,0,21.02,14.31,57.44
22,1.76,80.0,7.0,7.0,4.0,3.0,3.0,1,1,3,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,3,0,0,0,0,0,11.74,2.95,32.09
22,1.81,183.0,6.0,7.0,3.0,3.0,4.0,1,1,3,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,2,1,1,4,0,1,1,0,1,0,0,0,0,0,25.39,19.33,62.06
24,1.8,220.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,1,1,0,1,1,1,0,0,30.86,26.35,69.14
24,1.7,140.0,9.0,8.0,4.0,2.0,4.0,0,1,3,4,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0,1,1,3,1,0,0,1,3,0,1,0,0,2,22.02,26.54,49.62
50,1.67,178.0,6.0,5.0,3.0,3.0,3.0,0,1,3,1,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,2,3,1,0,1,1,1,1,1,0,0,1,29.01,40.91,57.44
29,1.72,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,1,0,1,4,0,19.97,25.23,47.29
21,1.64,125.0,8.0,8.0,3.0,4.0,4.0,0,0,3,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,2,0,0,0,1,1,0,0,1,5,2,21.13,24.79,44.81
20,1.82,153.0,7.0,9.0,4.0,3.0,4.0,1,1,3,1,2,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,21.0,13.6,54.94
50,1.73,172.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,1,1,0,0,0,26.12,26.64,57.76
22,1.76,203.0,5.0,8.0,4.0,2.0,4.0,1,1,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,2,1,0,1,1,1,0,0,0,0,2,29.79,24.61,64.78
22,1.64,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,1,1,0,1,1,0,0,20.28,24.0,43.48
23,1.7,170.0,5.0,2.0,2.0,1.0,3.0,1,1,1,1,0,2,0.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0,2,1,0,1,1,1,0,1,0,1,0,0,0,26.74,21.18,56.61
48,1.64,165.0,7.0,7.0,4.0,3.0,3.0,1,0,1,2,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1,1,1,2,0,0,0,1,1,1,1,0,0,1,27.89,28.31,54.08
21,1.58,106.0,6.0,9.0,4.0,5.0,5.0,0,1,3,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1,1,1,4,1,1,0,1,1,0,0,0,0,2,19.3,22.59,38.88
50,1.6,154.0,7.0,8.0,3.0,3.0,3.0,1,0,0,2,0,1,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,2,1,27.34,28.11,50.86
21,1.63,143.0,5.0,9.0,3.0,4.0,5.0,0,1,3,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,1,1,3,1,0,1,0,1,0,0,0,4,0,24.46,28.78,49.1
23,1.69,185.0,4.0,7.0,1.0,3.0,2.0,1,1,3,2,2,1,0.0,1.0,1.0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0,0,2,2,0,0,1,0,1,1,1,1,0,0,29.44,24.42,59.33
23,1.65,140.0,7.0,8.0,3.0,4.0,3.0,1,1,3,1,-1,1,1.0,1.0,1.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,1,1,3,0,1,0,1,1,0,1,0,0,0,23.37,17.13,48.76
50,1.7,209.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,0,0,0,1,2,0,32.87,34.74,63.77
22,1.6,140.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,2,1,24.86,29.49,47.82
30,1.8,110.0,8.0,9.0,3.0,1.0,4.0,1,1,3,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,15.43,9.22,42.28
21,1.6,130.0,7.0,7.0,3.0,3.0,3.0,0,1,0,2,2,1,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0,0,0,3,1,1,0,1,0,0,1,0,5,0,23.08,27.13,45.45
50,1.65,175.0,3.0,3.0,2.0,3.0,3.0,1,0,1,2,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,1,1,1,0,0,1,29.22,30.36,56.3
22,1.5,108.0,7.0,9.0,5.0,5.0,5.0,0,1,0,1,0,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,1,1,3,1,0,0,1,1,0,1,0,0,0,21.82,25.84,38.38
21,1.66,129.0,8.0,10.0,3.0,2.0,5.0,0,0,0,1,2,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,21.28,24.97,46.16
21,1.5,102.0,10.0,10.0,4.0,5.0,4.0,0,1,0,1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,2,1,1,0,1,1,1,0,0,0,0,20.61,24.16,36.81
19,1.78,157.0,8.0,7.0,4.0,4.0,2.0,1,1,3,1,2,1,1.0,1.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1,0,0,3,1,0,1,0,1,0,0,0,5,0,22.52,15.19,55.29
48,1.74,225.0,6.0,6.0,3.0,3.0,3.0,1,0,0,2,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,3,0,0,0,1,0,1,1,1,2,2,33.78,35.38,67.72
39,1.6,123.0,6.0,8.0,4.0,2.0,3.0,0,1,0,1,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0,1,1,3,0,1,0,1,1,0,0,0,0,2,21.84,29.78,43.7
